============================================================
  Generated by:           Genus(TM) Synthesis Solution 19.15-s090_1
  Generated on:           Apr 29 2023  10:26:58 pm
  Module:                 cv32e40x_core
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                                                 Instantiated/                              
                                    Register                                        Inferred               Type             
----------------------------------------------------------------------------------------------------------------------------
id_stage_i_id_ex_pipe_o_reg[first_op]                                            inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[trigger_match]                                       inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[alu_operator]_0_                                     inferred      flip-flop asynchronous set   
id_stage_i_id_ex_pipe_o_reg[alu_operator]_1_                                     inferred      flip-flop asynchronous set   
id_stage_i_id_ex_pipe_o_reg[alu_operator]_2_                                     inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[alu_operator]_3_                                     inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[alu_operator]_4_                                     inferred      flip-flop asynchronous set   
id_stage_i_id_ex_pipe_o_reg[pc]_1_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_2_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_3_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_4_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_6_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_7_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_8_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_9_                                               inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_10_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_11_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_12_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_13_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_14_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_15_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_16_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_17_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_18_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_19_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_20_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_21_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_22_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_24_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_25_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_26_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_27_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_29_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[pc]_30_                                              inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[rf_waddr]_0_                                         inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[rf_waddr]_1_                                         inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[rf_waddr]_2_                                         inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[rf_waddr]_3_                                         inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[rf_waddr]_4_                                         inferred      flip-flop asynchronous reset 
id_stage_i_id_ex_pipe_o_reg[sys_mret_insn]                                       inferred      flip-flop asynchronous reset 
controller_i_controller_fsm_i_debug_cause_q_reg_0_                               inferred      flip-flop asynchronous reset 
controller_i_controller_fsm_i_debug_cause_q_reg_1_                               inferred      flip-flop asynchronous reset 
controller_i_controller_fsm_i_debug_cause_q_reg_2_                               inferred      flip-flop asynchronous reset 
controller_i_controller_fsm_i_fencei_req_and_ack_q_reg                           inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_3_                              inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_7_                              inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_11_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_16_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_17_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_18_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_19_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_20_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_21_                             inferred      flip-flop asynchronous reset 
gen_basic_interrupt___int_controller_i_irq_q_reg_22_                             inferred      flip-flop asynchronous reset 
